Extraction Sites and Landmark Organs Mapping to 3D Reference Object Library Mapping,,,,,,
#VHFSmallIntestine,#VHFSmallInstestineLandmarks,Landmarks,#VHFemaleOrgans,VH_F_small_intestine_disc_at_005_cm,5 cm markers,
-,-,Landmarks,#VHFemaleOrgans,VH_F_spinal_cord_landmarks,spinal cord landmarks,
-,-,Landmarks,#VHFemaleOrgans,VH_F_spinal_cord_landmark_vertebrae,vertebrae,
#VHFSpinalCord,#VHFSpinalCordVertebraeLandmarks,Landmarks,#VHFemaleOrgans,VH_F_spinal_cord_landmark_thoracic_vertebrae,thoracic vertebrae,
#VHFSpinalCord,#VHFSpinalCordVertebraeLandmarks,Landmarks,#VHFemaleOrgans,VH_F_spinal_cord_landmark_lumbar_vertebrae,lumbar vertebrae,
#VHFSpinalCord,#VHFSpinalCordVertebraeLandmarks,Landmarks,#VHFemaleOrgans,VH_F_spinal_cord_landmark_cervical_vertebrae,cervical vertebrae,
-,-,-,#VHFemaleOrgans,VH_F_spleen_landmarks,spleen landmarks,
#VHFSpleenV1.1,#VHFSpleenLandmarks,Landmarks,#VHFemaleOrgans,VH_F_spleen_landmark_splenic_artery,splenic artery,
#VHFSpleenV1.1,#VHFSpleenLandmarks,Landmarks,#VHFemaleOrgans,VH_F_spleen_landmark_splenic_vein,splenic vein,
-,-,-,#VHFemaleOrgans,VH_F_uterus_landmarks,uterus landmarks,
#VHFUterus,#VHFUterusLandmarks,Landmarks,#VHFemaleOrgans,VH_F_uterus_landmark_fallopian_tube_L,left fallopian tube,
#VHFUterus,#VHFUterusLandmarks,Landmarks,#VHFemaleOrgans,VH_F_uterus_landmark_fallopian_tube_R,right fallopian tube,
#VHFUterus,#VHFUterusLandmarks,Landmarks,#VHFemaleOrgans,VH_F_uterus_landmark_left_uterine_vein,left uterine vein,
#VHFUterus,#VHFUterusLandmarks,Landmarks,#VHFemaleOrgans,VH_F_uterus_landmark_left_uterine_artery,left uterine artery,
#VHFUterus,#VHFUterusLandmarks,Landmarks,#VHFemaleOrgans,VH_F_uterus_landmark_right_uterine_artery,right uterine artery,
#VHFUterus,#VHFUterusLandmarks,Landmarks,#VHFemaleOrgans,VH_F_uterus_landmark_right_uterine_vein,right uterine vein,
#VHFUterus,#VHFUterusLandmarks,Landmarks,#VHFemaleOrgans,VH_F_uterus_landmark_ligaments_of_uterus_and_ovaries,ligaments of uterus and ovary,
#VHFUterus,#VHFUterusLandmarks,Landmarks,#VHFemaleOrgans,VH_F_uterus_landmark_vagina,vagina,
#VHFLeftUreter,#VHFLeftUreterLandmarks,Landmarks,#VHFemaleOrgans,VH_F_kidney_calyx_L,kidney calyx,
#VHFLeftUreter,#VHFLeftUreterLandmarks,Landmarks,#VHFemaleOrgans,VH_F_renal_pelvis_L,renal pelvis,
#VHFRightUreter,#VHFRightUreterLandmarks,Landmarks,#VHFemaleOrgans,VH_F_renal_calyx_R,kidney calyx,
#VHFRightUreter,#VHFRightUreterLandmarks,Landmarks,#VHFemaleOrgans,VH_F_renal_pelvis_R,renal pelvis,
-,-,-,#VHFemaleOrgans,VH_F_ureter_landmarks,ureter landmarks,
#VHFLeftUreter,#VHFLeftUreterLandmarks,Landmarks,#VHFemaleOrgans,VH_F_ureter_L_landmark_urinary_bladder,urinary bladder,
#VHFRightUreter,#VHFRightUreterLandmarks,Landmarks,#VHFemaleOrgans,VH_F_ureter_R_landmark_urinary_bladder,urinary bladder,
-,-,-,#VHFemaleOrgans,VH_F_urinary_bladder_landmarks,Urinary Bladder Landmarks,
#VHFUrinaryBladder,#VHFUrinaryBladderLandmarks,Landmarks,#VHFemaleOrgans,VH_F_urinary_bladder_landmark_right_ureter,right ureter,
#VHFUrinaryBladder,#VHFUrinaryBladderLandmarks,Landmarks,#VHFemaleOrgans,VH_F_urinary_bladder_landmark_left_ureter,left ureter,
-,-,-,-,VH_F_Extraction_Sites,-,
-,-,ALL,#VHFemaleOrgans,VH_F_heart_extraction_sites,Heart extraction sites,
-,-,HCA,#VHFemaleOrgans,VH_F_heart_HCA_extraction_sites,HCA heart extraction sites,
#VHFHeartV1.1,#VHFHeartHCASet1,HCA,#VHFemaleOrgans,VH_F_heart_HCA_right_ventricle,right ventricle,
#VHFHeartV1.1,#VHFHeartHCASet1,HCA,#VHFemaleOrgans,VH_F_heart_HCA_right_atrium,right atrium,
#VHFHeartV1.1,#VHFHeartHCASet1,HCA,#VHFemaleOrgans,VH_F_heart_HCA_septum,septum,
#VHFHeartV1.1,#VHFHeartHCASet1,HCA,#VHFemaleOrgans,VH_F_heart_HCA_left_ventricle_free_wall,left ventricle free wall,
#VHFHeartV1.1,#VHFHeartHCASet1,HCA,#VHFemaleOrgans,VH_F_heart_HCA_apex,apex,
#VHFHeartV1.1,#VHFHeartHCASet1,HCA,#VHFemaleOrgans,VH_F_heart_HCA_left_atrium,left atrium,
-,-,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_extraction_sites,VH_F_heart_SPARC heart extraction sites,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_apical_septum,apical septum,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_AVN,AV (atrioventricular) node,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_basal_lateral_LV,basal lateral left ventricle,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_basal_inf_LV,basal inferior left ventricle,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_basal_ant_LV,basal anterior left ventricle,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_VIVGP,ventral interventricular ganglionated plexi,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_sinus_venarum,sinus venarum,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_RVOT,right ventricular outflow tract,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_papillary_muscle,papillary muscle,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_mitral_valve,mitral valve,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_mid_septum,mid septum,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_RAGP,right atrial ganglionated plexus,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_RV_free_wall,right ventricular free wall,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_RV_inflow,right ventricular inflow,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_posterior_LA,posterior left atrium,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_RA_trabeular_myocardium,right atrium trabecular myocardium,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_RAA,right aortic arch,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_LV_apex,left ventricle apex,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_IVCIAGP,inferior vena cava-inferior atrial ganglionated plexi,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_mid_lateral_LV,mid lateral left ventricle,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_basal_septum,basal septum,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_base_of_LAA,base of left aortic arch,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_LAA,left aortic arch,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_mid_inf_LV,mid inferior left ventricle,
#VHFHeartV1.1,#VHFHeartVH_F_heart_SPARCSet1,SPARC,#VHFemaleOrgans,VH_F_heart_SPARC_mid_ant_LV,mid anterior left ventricle,
-,-,Pei,#VHFemaleOrgans,VH_F_heart_Pei_extraction_sites,Pei heart extraction sites,
#VHFHeartV1.1,#VHFHeartPeiSet1,Pei,#VHFemaleOrgans,VH_F_heart_Pei_right_atrium,right atrium,
#VHFHeartV1.1,#VHFHeartPeiSet1,Pei,#VHFemaleOrgans,VH_F_heart_Pei_RV_free_wall,right ventricle free wall,
#VHFHeartV1.1,#VHFHeartPeiSet1,Pei,#VHFemaleOrgans,VH_F_heart_Pei_septum,septum,
#VHFHeartV1.1,#VHFHeartPeiSet1,Pei,#VHFemaleOrgans,VH_F_heart_Pei_aortic_root,aortic root,
#VHFHeartV1.1,#VHFHeartPeiSet1,Pei,#VHFemaleOrgans,VH_F_heart_Pei_left_atrium,left atrium,
#VHFHeartV1.1,#VHFHeartPeiSet1,Pei,#VHFemaleOrgans,VH_F_heart_Pei_RA_SA_node,left atrium SA node,
#VHFHeartV1.1,#VHFHeartPeiSet1,Pei,#VHFemaleOrgans,VH_F_heart_Pei_RA_AV_node,right atrium AV node,
#VHFHeartV1.1,#VHFHeartPeiSet1,Pei,#VHFemaleOrgans,VH_F_heart_Pei_LV_free_wall,left ventricle free wall,
-,-,HuBMAP,#VHFemaleOrgans,VH_F_heart_HuBMAP_extraction_sites,HuBMAP heart extraction sites,
#VHFHeartV1.1,#VHFHeartHBMSet1,HuBMAP,#VHFemaleOrgans,VH_F_heart_HuBMAP_LV_free_wall_3cm_fr_apex,"Left ventricle",
#VHFHeartV1.1,#VHFHeartHBMSet1,HuBMAP,#VHFemaleOrgans,VH_F_heart_HuBMAP_LV_apex,"Left ventricle,",
#VHFHeartV1.1,#VHFHeartHBMSet1,HuBMAP,#VHFemaleOrgans,VH_F_heart_HuBMAP_LA_appendage,"Left atrium,",
#VHFHeartV1.1,#VHFHeartHBMSet1,HuBMAP,#VHFemaleOrgans,VH_F_heart_HuBMAP_RA_appendage,Right atrium appendage,
#VHFHeartV1.1,#VHFHeartHBMSet1,HuBMAP,#VHFemaleOrgans,VH_F_heart_HuBMAP_RV_free_wall_3cm_fr_apex,"Right ventricle",
#VHFHeartV1.1,#VHFHeartHBMSet1,HuBMAP,#VHFemaleOrgans,VH_F_heart_HuBMAP_septum_3cm_fr_apex_including_LAD,"Septum",
#VHFHeartV1.1,#VHFHeartHBMSet1,HuBMAP,#VHFemaleOrgans,VH_F_heart_HuBMAP_LA_inflow,"Left atrium,",
#VHFHeartV1.1,#VHFHeartHBMSet1,HuBMAP,#VHFemaleOrgans,VH_F_heart_HuBMAP_RA_SA_node,"Right atrium,",
#VHFHeartV1.1,#VHFHeartHBMSet1,HuBMAP,#VHFemaleOrgans,VH_F_heart_HuBMAP_RA_AV_node,"Right atrium,",
#VHFHeartV1.1,#VHFHeartHBMSet1,HuBMAP,#VHFemaleOrgans,VH_F_heart_HuBMAP_posterior_AV_junction_inc_coronary_sinus,"Posterior",
-,-,-,#VHFemaleOrgans,VH_F_kidney_extraction_sites,Kidney exraction sites,
-,-,-,#VHFemaleOrgans,VH_F_kidney_HuBMAP_extraction_sites,HuBMAP kideny extraction sites,
-,-,-,#VHFemaleOrgans,VH_F_spleen_extraction_sites,spleen extraction sites,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_extraction_sites,HuBMAP Spleen Extraction Sites,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC,-,
#VHFSpleenV1.1,#VHFSpleenHBMSet1,HuBMAP,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC1,CC1,
#VHFSpleenV1.1,#VHFSpleenHBMSet1,HuBMAP,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC2,CC2,
#VHFSpleenV1.1,#VHFSpleenHBMSet1,HuBMAP,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC3,CC3,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC1_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC1_1_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC1_2_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC1_3_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC1_4_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC1_5_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC1_6_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC2_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC2_1_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC2_2_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC2_3_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC2_4_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC2_5_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC2_6_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC3_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC3_1_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC3_2_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC3_3_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC3_4_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC3_5_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC3_6_2x3,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC1_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC1_1_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC1_2_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC1_3_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC1_4_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC1_5_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC1_6_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC2_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC2_6_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC2_1_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC2_2_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC2_3_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC2_4_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC2_5_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC3_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC3_1_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC3_2_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC3_3_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC3_4_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC3_5_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_spleen_HuBMAP_CC3_6_1x6,-,
-,-,-,#VHFemaleOrgans,VH_F_colon_extraction_sites,large intestine extraction sites,
-,-,-,#VHFemaleOrgans,VH_F_colon_HuBMAP_extraction_sites,HuBMAP colon extraction sites,
#VHFLargeIntestine,#VHFColonSet1,HuBMAP,#VHFemaleOrgans,VH_F_colon_HuBMAP_ascending_colon,Ascending colon,
#VHFLargeIntestine,#VHFColonSet1,HuBMAP,#VHFemaleOrgans,VH_F_colon_HuBMAP_transverse_colon,Transverse colon,
#VHFLargeIntestine,#VHFColonSet1,HuBMAP,#VHFemaleOrgans,VH_F_colon_HuBMAP_descending_colon,Descending colon,
#VHFLargeIntestine,#VHFColonSet1,HuBMAP,#VHFemaleOrgans,VH_F_colon_HuBMAP_sigmoid_colon,Sigmoid colon,
,,,,,,
-,-,-,#VHMaleOrgans,VH_M_landmarks,landmarks for male body,
-,-,-,#VHMaleOrgans,VH_M_eye_landmarks,Eye Landmarks,
-,-,Landmarks,#VHMaleOrgans,VH_M_eye_L_landmarks,Left Eye Landmarks,
#VHMLeftEye,#VHMEyeLeftLandmarks,Landmarks,#VHMaleOrgans,VH_M_eye_L_landmark_muscles,Left Eye Muscles,
#VHMLeftEye,#VHMEyeLeftLandmarks,Landmarks,#VHMaleOrgans,VH_M_eye_L_landmark_arteries,Left Eye Arteries,
#VHMLeftEye,#VHMEyeLeftLandmarks,Landmarks,#VHMaleOrgans,VH_M_eye_L_landmark_veins,Left Eye Veins,
#VHMLeftEye,#VHMEyeLeftLandmarks,Landmarks,#VHMaleOrgans,VH_M_eye_L_landmark_dura_mater_optic_nerve,Left Eye Dura Mater Optic Nerve,
-,-,Landmarks,#VHMaleOrgans,VH_M_eye_R_landmarks,Right Eye Landmarks,
#VHMRightEye,#VHMEyeRightLandmarks,Landmarks,#VHMaleOrgans,VH_M_eye_R_landmark_dura_mater_optic_nerve,Right Eye Muscles,
#VHMRightEye,#VHMEyeRightLandmarks,Landmarks,#VHMaleOrgans,VH_M_eye_R_landmark_veins,Right Eye Arteries,
#VHMRightEye,#VHMEyeRightLandmarks,Landmarks,#VHMaleOrgans,VH_M_eye_R_landmark_arteries,Right Eye Veins,
#VHMRightEye,#VHMEyeRightLandmarks,Landmarks,#VHMaleOrgans,VH_M_eye_R_landmark_muscles,Right Eye Dura Mater Optic Nerve,
-,-,-,#VHMaleOrgans,VH_M_heart_landmarks,heart landmarks,
#VHMHeart,#VHMHeartLandmarks,Landmarks,#VHMaleOrgans,VH_M_heart_landmark_arteries,Heart arteries,
#VHMHeart,#VHMHeartLandmarks,Landmarks,#VHMaleOrgans,VH_M_heart_landmark_veins,Heart veins,
#VHMRightKidney,#VHMRightKidneyLandmarks,Landmarks,#VHMaleOrgans,VH_M_kidney_HuBMAP_bisection_line_R,bisection line,
-,-,-,#VHMaleOrgans,VH_M_kidney_landmarks,Kidney landmarks,
-,-,-,#VHMaleOrgans,VH_M_kidney_R_landmarks,right kidney landmarks,
#VHMRightKidney,#VHMRightKidneyLandmarks,Landmarks,#VHMaleOrgans,VH_M_kidney_R_landmark_minor_calyxes,minor calyxes,
#VHMRightKidney,#VHMRightKidneyLandmarks,Landmarks,#VHMaleOrgans,VH_M_kidney_R_landmark_major_calyxes,major calyxes,
#VHMRightKidney,#VHMRightKidneyLandmarks,Landmarks,#VHMaleOrgans,VH_M_kidney_R_landmark_ureter,right ureter,
#VHMRightKidney,#VHMRightKidneyLandmarks,Landmarks,#VHMaleOrgans,VH_M_kidney_R_landmark_renal_pelvis,right renal pelvis,
#VHMRightKidney,#VHMRightKidneyLandmarks,Landmarks,#VHMaleOrgans,VH_M_kidney_R_landmark_renal_artery,right renal artery,
#VHMRightKidney,#VHMRightKidneyLandmarks,Landmarks,#VHMaleOrgans,VH_M_kidney_R_landmark_renal_vein,right renal vein,
#VHMLeftKidney,#VHMLeftKidneyLandmarks,Landmarks,#VHMaleOrgans,VH_M_kidney_HuBMAP_bisection_line_L,bisection line,
-,-,-,#VHMaleOrgans,VH_M_kidney_L_landmarks,left kidney landmarks,
#VHMLeftKidney,#VHMLeftKidneyLandmarks,Landmarks,#VHMaleOrgans,VH_M_kidney_L_landmark_renal_vein,minor calyxes,
#VHMLeftKidney,#VHMLeftKidneyLandmarks,Landmarks,#VHMaleOrgans,VH_M_kidney_L_landmark_renal_artery,major calyxes,
#VHMLeftKidney,#VHMLeftKidneyLandmarks,Landmarks,#VHMaleOrgans,VH_M_kidney_L_landmark_renal_pelvis,left ureter,
#VHMLeftKidney,#VHMLeftKidneyLandmarks,Landmarks,#VHMaleOrgans,VH_M_kidney_L_landmark_ureter,left renal pelvis,
#VHMLeftKidney,#VHMLeftKidneyLandmarks,Landmarks,#VHMaleOrgans,VH_M_kidney_L_landmark_major_calyxes,left renal artery,
#VHMLeftKidney,#VHMLeftKidneyLandmarks,Landmarks,#VHMaleOrgans,VH_M_kidney_L_landmark_minor_calyxes,left renal vein,
-,-,-,#VHMaleOrgans,VH_M_knee_landmarks,knee landmarks,
-,-,-,#VHMaleOrgans,VH_M_knee_R_landmarks,right knee landmarks,
#VHMRightKnee,#VHMRightKneeLandmarks,Landmarks,#VHMaleOrgans,VH_M_knee_R_landmark_ligaments,right knee ligaments,
#VHMRightKnee,#VHMRightKneeLandmarks,Landmarks,#VHMaleOrgans,VH_M_knee_R_landmark_rectus_femoris,right rectus femoris,
-,-,-,#VHMaleOrgans,VH_M_knee_L_landmarks,left knee landmarks,
#VHMLeftKnee,#VHMleftKneeLandmarks,Landmarks,#VHMaleOrgans,VH_M_knee_L_landmark_ligaments,left knee ligaments,
#VHMLeftKnee,#VHMleftKneeLandmarks,Landmarks,#VHMaleOrgans,VH_M_knee_L_landmark_rectus_femoris,left rectus femoris,
-,-,-,#VHMaleOrgans,VH_M_large_intestine_landmarks,large intestine landmarks,
#VHMColon,#LargeIntestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_large_intestine_landmark_veins,large intestine veins,
#VHMColon,#LargeIntestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_large_intestine_landmark_arteries,large intestine arteries,
-,-,-,#VHMaleOrgans,VH_M_liver_landmarks,liver landmarks,
#VHMLiver,#VHMLiverLandmarks,Landmarks,#VHMaleOrgans,VH_M_liver_landmark_gallbladder,gallbladder,
#VHMLiver,#VHMLiverLandmarks,Landmarks,#VHMaleOrgans,VH_M_liver_landmark_cystic_artery,cystic artery,
#VHMLiver,#VHMLiverLandmarks,Landmarks,#VHMaleOrgans,VH_M_liver_landmark_cystic_vein,cystic vein,
#VHMLiver,#VHMLiverLandmarks,Landmarks,#VHMaleOrgans,VH_M_liver_landmark_biliary_tree,biliary tree,
#VHMLiver,#VHMLiverLandmarks,Landmarks,#VHMaleOrgans,VH_M_liver_landmark_veins_of_liver,veins of liver,
#VHMLiver,#VHMLiverLandmarks,Landmarks,#VHMaleOrgans,VH_M_liver_landmark_arteries_of_liver,arteries of liver,
-,-,-,#VHMaleOrgans,VH_M_pancreas_landmarks,pancreas landmarks,
#VHMPancreas,#VHMPancreasLandmarks,Landmarks,#VHMaleOrgans,VH_M_pancreas_landmark_biliary_tree,biliary tree,
#VHMPancreas,#VHMPancreasLandmarks,Landmarks,#VHMaleOrgans,VH_M_pancreas_landmark_duodenum,duodenum,
-,-,-,#VHMaleOrgans,VH_M_small_intestine_landmarks,Small Intestine landmarks,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_landmark_biliary_tree,biliary tree,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_landmark_measurement_discs,five cm disc markers,
