Extraction Sites and Landmark Organs Mapping to 3D Reference Object Library Mapping,,,,,,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_005_cm,5 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_010_cm,10 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_015_cm,15 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_020_cm,20 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_025_cm,25 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_030_cm,30 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_035_cm,35 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_040_cm,40 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_045_cm,45 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_050_cm,50 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_055_cm,55 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_060_cm,60 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_065_cm,65 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_070_cm,70 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_075_cm,75 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_080_cm,80 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_085_cm,85 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_090_cm,90 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_095_cm,95 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_100_cm,100 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_105_cm,105 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_110_cm,110 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_115_cm,115 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_120_cm,120 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_125_cm,125 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_130_cm,130 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_135_cm,135 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_140_cm,140 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_145_cm,145 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_150_cm,150 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_155_cm,155 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_160_cm,160 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_165_cm,165 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_170_cm,170 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_175_cm,175 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_180_cm,180 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_185_cm,185 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_190_cm,190 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_195_cm,195 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_200_cm,200 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_205_cm,205 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_210_cm,210 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_215_cm,215 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_220_cm,220 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_225_cm,225 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_230_cm,230 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_235_cm,235 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_240_cm,240 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_245_cm,245 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_250_cm,250 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_255_cm,255 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_260_cm,260 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_265_cm,265 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_270_cm,270 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_275_cm,275 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_280_cm,280 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_disc_at_285_cm,285 cm marker,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_landmark_jejunoileal_junction,jejunoileal junction,
#VHMSmallIntestine,#VHMSmallInstestineLandmarks,Landmarks,#VHMaleOrgans,VH_M_small_intestine_landmark_cm_markers,cm line markers,
-,-,-,#VHMaleOrgans,VH_M_spinal_cord_landmarks,spinal cord landmarks,
-,-,Landmarks,#VHMaleOrgans,VH_M_spinal_cord_landmark_vertebrae,vertebrae,
#VHMSpinalCord,#VHMSpinalCordVertebraeLandmarks,Landmarks,#VHMaleOrgans,VH_M_spinal_cord_landmark_cervical_vertebrae,cervical vertebrae,
#VHMSpinalCord,#VHMSpinalCordVertebraeLandmarks,Landmarks,#VHMaleOrgans,VH_M_spinal_cord_landmark_thoracic_vertebrae,thoracic vertebrae,
#VHMSpinalCord,#VHMSpinalCordVertebraeLandmarks,Landmarks,#VHMaleOrgans,VH_M_spinal_cord_landmark_lumbar_vertebrae,lumbar vertebrae,
-,-,-,#VHMaleOrgans,VH_M_spleen_landmarks,spleen landmarks,
#VHMSpleen,#VHMSpleenLandmarks,Landmarks,#VHMaleOrgans,VH_M_spleen_landmark_splenic_vein,splenic vein,
#VHMSpleen,#VHMSpleenLandmarks,Landmarks,#VHMaleOrgans,VH_M_spleen_landmark_splenic_artery,splenic artery,
#VHMLeftUreter,#VHMLeftUreterLandmarks,Landmarks,#VHMaleOrgans,VH_M_kidney_calyx_L,kidney calyx,
#VHMLeftUreter,#VHMLeftUreterLandmarks,Landmarks,#VHMaleOrgans,VH_M_renal_pelvis_L,renal pelvis,
#VHMRightUreter,#VHMRightUreterLandmarks,Landmarks,#VHMaleOrgans,VH_M_calyx_R,kidney calyx,
#VHMRightUreter,#VHMRightUreterLandmarks,Landmarks,#VHMaleOrgans,VH_M_renal_pelvis_R,renal pelvis,
-,-,-,#VHMaleOrgans,VH_M_ureter_landmarks,ureter landmarks,
#VHMLeftUreter,#VHMLeftUreterLandmarks,Landmarks,#VHMaleOrgans,VH_M_ureter_L_landmark_urinary_bladder,urinary bladder,
#VHMRightUreter,#VHMRightUreterLandmarks,Landmarks,#VHMaleOrgans,VH_M_ureter_R_landmark_urinary_bladder,urinary bladder,
-,-,Landmarks,#VHMaleOrgans,VH_M_urinary_bladder_landmarks,Urinary Bladder Landmarks,
#VHMUrinaryBladder,#VHMUrinaryBladderLandmarks,Landmarks,#VHMaleOrgans,VH_M_urinary_bladder_landmark_urethra,urethra,
#VHMUrinaryBladder,#VHMUrinaryBladderLandmarks,Landmarks,#VHMaleOrgans,VH_M_urinary_bladder_landmark_ureter_R,right ureter,
#VHMUrinaryBladder,#VHMUrinaryBladderLandmarks,Landmarks,#VHMaleOrgans,VH_M_urinary_bladder_landmark_ureter_L,left ureter,
-,-,-,-,VH_M_extraction_sites,-,
-,-,-,#VHMaleOrgans,VH_M_heart_extraction_sites,heart extraction sites,
-,-,HCA,#VHMaleOrgans,VH_M_heart_HCA_extraction_sites,HCA heart extraction sites,
#VHMHeart,#VHMHeartHCASet1,HCA,#VHMaleOrgans,VH_M_heart_HCA_septum,septum,
#VHMHeart,#VHMHeartHCASet1,HCA,#VHMaleOrgans,VH_M_heart_HCA_right_ventricle,right ventricle,
#VHMHeart,#VHMHeartHCASet1,HCA,#VHMaleOrgans,VH_M_heart_HCA_right_atrium,right atrium,
#VHMHeart,#VHMHeartHCASet1,HCA,#VHMaleOrgans,VH_M_heart_HCA_left_ventricle_freewall,left ventricle free wall,
#VHMHeart,#VHMHeartHCASet1,HCA,#VHMaleOrgans,VH_M_heart_HCA_left_atrium,left atrium,
#VHMHeart,#VHMHeartHCASet1,HCA,#VHMaleOrgans,VH_M_heart_HCA_apex,apex,
-,-,HuBMAP,#VHMaleOrgans,VH_M_heart_HuBMAP_extraction_sites,HuBMAP heart extraction sites,
#VHMHeart,#VHMHeartHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_heart_HuBMAP_LA_appendage,Left atrium  appendage,
#VHMHeart,#VHMHeartHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_heart_HuBMAP_LA_inflow,Left atrium  PV inflow,
#VHMHeart,#VHMHeartHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_heart_HuBMAP_LV_apex,Left ventricle  apex,
#VHMHeart,#VHMHeartHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_heart_HuBMAP_LV_free_wall_3cm_fr_apex,Left ventricle  free wall 3cm from apex,
#VHMHeart,#VHMHeartHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_heart_HuBMAP_posterior_AV_junction_inc_coronary_sinus,Posterior  adjacent to coronary sinus,
#VHMHeart,#VHMHeartHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_heart_HuBMAP_RA_appendage,Right atrium appendage,
#VHMHeart,#VHMHeartHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_heart_HuBMAP_RA_AV_node,Right atrium  AV (atrioventricular) node,
#VHMHeart,#VHMHeartHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_heart_HuBMAP_RA_SA_node,Right atrium SA (sinoatrial) node,
#VHMHeart,#VHMHeartHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_heart_HuBMAP_RV_free_wall_3cm_fr_apex,Right ventricle  free wall 3cm from apex,
#VHMHeart,#VHMHeartHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_heart_HuBMAP_septum_3cm_fr_apex_including_LAD,Septum 3cm from apex including LAD,
-,-,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_extraction_sites,SPARC heart extraction sites,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_basal_septum,basal septum,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_mid_septum,mid septum,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_AVN,AV (atrioventricular) node,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_mitral_valve,mitral valve,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_basal_ant_LV,basal anterior left ventricle,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_papillary_muscle,papillary muscle,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_basal_inf_LV,basal inferior left ventricle,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_mid_lateral_LV,mid lateral left ventricle,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_RVOT,right ventricular outflow tract,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_RAA,right aortic arch,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_RA_trabecular_myocardium,right atrium trabecular myocardium,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_LAA,left aortic arch,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_sinus_venarum,sinus venarum,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_mid_inf_LV,mid inferior left ventricle,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_VIVGP,ventral interventricular ganglionated plexi,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_base_of_LAA,base of left aortic arch,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_RV_inflow,right ventricular inflow,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_mid_ant_LV,mid anterior left ventricle,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_RV_free_wall,right ventricular free wall,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_LV_apex,left ventricle apex,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_apical_septum,apical septum,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_RAGP,right atrial ganglionated plexus,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_posterior_LA,posterior left atrium,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_basal_lateral_LV,basal lateral left ventricle,
#VHMHeart,#VHMHeartSPARCSet1,SPARC,#VHMaleOrgans,VH_M_heart_SPARC_IVCIAGP,inferior vena cava-inferior atrial ganglionated plexi,
-,-,Pei,#VHMaleOrgans,VH_M_heart_Pei_extraction_sites,Pei heart extraction sites,
#VHMHeart,#VHMHeartPeiSet1,Pei,#VHMaleOrgans,VH_M_heart_Pei_aortic_root,aortic root,
#VHMHeart,#VHMHeartPeiSet1,Pei,#VHMaleOrgans,VH_M_heart_Pei_left_atrium,left atrium,
#VHMHeart,#VHMHeartPeiSet1,Pei,#VHMaleOrgans,VH_M_heart_Pei_LV_free_wall,left ventricle free wall,
#VHMHeart,#VHMHeartPeiSet1,Pei,#VHMaleOrgans,VH_M_heart_Pei_RA_AV_node,right atrium AV node,
#VHMHeart,#VHMHeartPeiSet1,Pei,#VHMaleOrgans,VH_M_heart_Pei_RA_SA_node,left atrium SA node,
#VHMHeart,#VHMHeartPeiSet1,Pei,#VHMaleOrgans,VH_M_heart_Pei_right_atrium,right atrium,
#VHMHeart,#VHMHeartPeiSet1,Pei,#VHMaleOrgans,VH_M_heart_Pei_RV_free_wall,right ventricle free wall,
#VHMHeart,#VHMHeartPeiSet1,Pei,#VHMaleOrgans,VH_M_heart_Pei_septum,septum,
-,-,-,#VHMaleOrgans,VH_M_colon_extraction_sites,large intestine extraction sites,
-,-,HuBMAP,#VHMaleOrgans,VH_M_colon_HuBMAP_extraction_sites,HuBMAP colon extraction sites,
#VHMColon,#VHMColonHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_colon_HuBMAP_ascending_colon,Ascending colon,
#VHMColon,#VHMColonHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_colon_HuBMAP_descending_colon,Descending colon,
#VHMColon,#VHMColonHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_colon_HuBMAP_sigmoid_colon,Sigmoid colon,
#VHMColon,#VHMColonHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_colon_HuBMAP_transverse_colon,Transverse colon,
-,-,-,#VHMaleOrgans,VH_M_kidney_extraction_sites,kidney extraction sites,
-,-,-,#VHMaleOrgans,VH_M_kidney_HuBMAP_extraction_sites,HuBMAP kidney extraction sites,
-,-,-,#VHMaleOrgans,VH_M_spleen_extraction_sites,spleen extraction sites,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_extraction_sites,HuBMAP spleen extraction sites,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC,-,
#VHMSpleen,#VHMSpleenHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC3,CC3,
#VHMSpleen,#VHMSpleenHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC2,CC2,
#VHMSpleen,#VHMSpleenHBMSet1,HuBMAP,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC1,CC1,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC1_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC1_1_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC1_2_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC1_3_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC1_4_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC1_5_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC1_6_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC2_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC2_1_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC2_2_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC2_3_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC2_4_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC2_5_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC2_6_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC3_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC3_1_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC3_2_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC3_3_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC3_4_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC3_5_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC3_6_2x3,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC1_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC1_1_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC1_2_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC1_3_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC1_4_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC1_5_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC1_6_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC2_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC2_1_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC2_2_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC2_3_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC2_4_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC2_5_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC2_6_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC3_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC3_2_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC3_3_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC3_4_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC3_5_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC3_6_1x6,-,
-,-,-,#VHMaleOrgans,VH_M_spleen_HuBMAP_CC3_1_1x6,-,
